aadt_rank,section_id,highway,section,county,section_description,section_length_km,current_year,current_aadt,prior_year,prior_aadt,yoy_growth_pct,growth_rank,capacity_threshold,over_capacity
905,245025,245,25,PIC,BARNEYS RIVER RD (LR BARNEYS RIVER) TO PICTOU-ANTIGONISH COUNTY LINE,10.04,2025,290,2022,590,-21.08,,10000,false
905,289025,289,25,COL,SOUTH SIDE RD (UPPER STEWIACKE) TO RTE 366 (EASTVILLE),11.03,2025,290,2022,260,3.71,,10000,false
905,331035,331,35,LUN,HIRTLE RD (VOGLERS COVE) TO HWY 103 (MILL VILLAGE),9.3,2024,290,2022,510,-24.59,,10000,false
905,347050,347,50,GUY,PICTOU-GUYSBOROUGH COUNTY LINE TO EAST RIVER RD (DENVER),5.78,2023,290,2020,240,6.51,,10000,false
905,4023,4,23,PIC,GERMAINE RD (BROADWAY) TO HWY 104 (EXIT 29),9.48,2025,290,2022,470,-14.87,,10000,false
912,246010,246,10,CUM,TK 4 (WENTWORTH) TO COLCHESTER-CUMBERLAND COUNTY LINE,7.99,2025,270,2022,480,-17.45,,10000,false
912,256005,256,5,COL,RTE 311 (THE FALLS) TO RTE 326 (EARLTOWN),7.86,2025,270,2022,220,7.06,,10000,false
912,331028,331,28,LUN,PETIT RIVER BRIDGE TO BACK RD (BROAD COVE),6.69,2025,270,2024,570,-52.63,,10000,false
912,374022,374,22,PIC,CAMERON RD (LORNE) TO PICTOU-GUYSBOROUGH COUNTY LINE,16.31,2025,270,2022,250,2.6,,10000,false
912,4015,4,15,PIC,HWY 104 CONNECTOR (EXIT 18A) TO HWY 104 INTER/C (EXIT 19),15.61,2025,270,2022,510,-19.1,,10000,false
917,348030,348,30,PIC,EAST RIVER WEST SIDE RD (SUNNY BRAE) TO SPRINGVALE RD (SPRINGVILLE),12.04,2025,260,2022,220,5.73,,10000,false
918,316037,316,37,GUY,RTE 211 (ISAACS HARBOUR NORTH) TO DRUMHEAD LOOP,10.69,2023,250,2020,260,-1.3,,10000,false
918,340020,340,20,DIG,PATRICE RD (CORBERRIE) TO HECTANOOGA RD (MOODYS CORNER),10.42,2024,250,2022,240,2.06,,10000,false
920,316035,316,35,GUY,SALSMAN PROVINCIAL PARK ENTRANCE TO RTE 211 (ISAACS HARBOUR NORTH),8.73,2023,240,2020,300,-7.17,,10000,false
920,316045,316,45,GUY,LARRYS RIVER RD TO COLE HARBOUR VILLAGE RD,11.86,2023,240,2020,170,12.18,,10000,false
920,316046,316,46,GUY,COLE HARBOUR VILLAGE RD TO WHITEHEAD RD,8.81,2023,240,2020,90,38.67,,10000,false
923,211020,211,20,GUY,SONORA RD TO FISHERMANS HBR RD (PORT BICKERTON),12.79,2023,230,2020,280,-6.35,,10000,false
923,374025,374,25,GUY,PICTOU-GUYSBOROUGH COUNTY LINE TO HALIFAX-GUYSBOROUGH COUNTY LINE,12.38,2023,230,2020,190,6.58,,10000,false
925,215032,215,32,HAN,WALTON RIVER BRIDGE TO BASS CREEK BRIDGE,11.57,2025,220,2024,320,-31.25,,10000,false
925,344025,344,25,GUY,MIDDLETOWN RD (MIDDLE MELFORD) TO SAND POINT NORTH LINE,3.81,2023,220,2020,220,0.0,,10000,false
925,344030,344,30,GUY,SAND POINT NORTH LINE TO ST FRANCIS HARBOUR BRIDGE,11.98,2023,220,2020,220,0.0,,10000,false
925,4021,4,21,PIC,INTER/S AT RTE 245 TO GERMAINE RD (BROADWAY),13.0,2025,220,2022,500,-23.94,,10000,false
929,321035,321,35,CUM,OXFORD TOWN LINE NORTH TO TK 6 (PORT PHILIP),15.85,2025,210,2022,170,7.3,,10000,false
930,203035,203,35,YAR,EAST KEMPTVILLE RD TO EAST KEMPTVILLE BRIDGE,11.08,2024,200,2021,240,-5.9,,10000,false
930,374028,374,28,HFX,15 MILE STREAM BRIDGE TO LEWISTON RD (LOCHABER MINES),6.83,2025,200,2024,170,17.65,,10000,false
930,374030,374,30,HFX,LEWISTON RD (LOCHABER MINES) TO TK 7 (SHEET HARBOUR),11.04,2025,200,2024,390,-48.72,,10000,false
933,209027,209,27,CUM,WEST ADVOCATE RD TO NEW SALEM-APPLE RIVER LINE,11.74,2025,190,2022,220,-4.77,,10000,false
933,209040,209,40,CUM,FIELDS BRIDGE TO TWO RIVERS BRIDGE,10.36,2025,190,2022,180,1.82,,10000,false
933,209045,209,45,CUM,TWO RIVERS BRIDGE TO RTE 242 (JOGGINS),6.13,2025,190,2022,200,-1.7,,10000,false
936,316043,316,43,GUY,NEW HARBOUR RIVER BRIDGE TO TOR BAY BRANCH,6.99,2023,180,2021,80,50.0,,10000,false
937,374027,374,27,HFX,HALIFAX-GUYSBOROUGH COUNTY LINE TO 15 MILE STREAM BRIDGE,20.64,2025,170,2024,200,-15.0,,10000,false
938,221007,221,7,KIN,VICTORIA RD (DEMPSEY CORNER) TO RTE 360,8.3,2024,150,2021,680,-39.58,,10000,false
938,316040,316,40,GUY,DRUMHEAD LOOP TO NEW HARBOUR WEST RD,11.76,2023,150,2020,150,0.0,,10000,false
940,204035,204,35,CUM,THOMSON RD (BIRCHWOOD) TO RTE 368 (STREETS RIDGE),12.56,2025,140,2022,130,2.5,,10000,false
941,316042,316,42,GUY,NEW HARBOUR WEST RD TO NEW HARBOUR RIVER BRIDGE,4.85,2023,130,2020,170,-8.55,,10000,false
942,348010,348,10,GUY,TK 7 (MELROSE) TO CLARK BROOK BRIDGE (UPPER SMITHFIELD),14.23,2023,110,2020,100,3.23,,10000,false
943,209035,209,35,CUM,SAND RIVER BRIDGE TO FIELDS BRIDGE,10.43,2025,100,2022,150,-12.64,,10000,false
944,203025,203,25,SHE,PURDYS HILL RD (MIDDLE OHIO) TO SHELBURNE/YARMOUTH COUNTY LINE,16.87,2024,90,2021,90,0.0,,10000,false
944,209030,209,30,CUM,NEW SALEM-APPLE RIVER LINE TO SAND RIVER BRIDGE,16.3,2025,90,2022,130,-11.54,,10000,false
946,337015,337,15,ANT,MARSH RD (LIVINGSTONE COVE) TO MARCH RD (BALLANTYNES COVE),9.95,2023,80,2020,130,-14.94,,10000,false
947,348025,348,25,PIC,PICTOU-GUYSBOROUGH COUNTY LINE TO HALIFAX-GUYSBOROUGH COUNTY LINE,11.43,2025,70,2022,60,5.27,,10000,false
948,348020,348,20,GUY,CAMERON SETTLEMENT RD (CALEDONIA) TO GUYSBOROUGH-PICTOU COUNTY LINE,6.92,2023,60,2020,50,6.27,,10000,false
949,203030,203,30,YAR,SHELBURNE/YARMOUTH COUNTY LINE TO BEAR LAKES BROOK BRIDGE,12.45,2024,50,2021,60,-5.9,,10000,false
949,203033,203,33,YAR,BEAR LAKES BROOK BRIDGE TO EAST KEMPTVILLE RD,10.28,2024,50,2021,90,-17.79,,10000,false
949,211030,211,30,GUY,FISHERMANS HBR RD (PORT BICKERTON) TO RTE 316 (ISAACS HBR NORTH),9.8,2023,50,2020,60,-5.9,,10000,false
949,348017,348,17,GUY,ST MARYS RIVER BRIDGE (LR CALEDONIA) TO CAMERON SETTLEMENT RD (CALEDONIA),10.61,2023,50,2020,60,-5.9,,10000,false
953,348015,348,15,GUY,CLARK BROOK BRIDGE (UPPER SMITHFIELD) TO ST MARYS RIVER BRIDGE (LR CALEDONIA),6.68,2023,40,2020,30,10.06,,10000,false
