"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006282","Lounge","The Turtleback Tap & Grill","3187 Hwy #2","Fall River","NS","B2T 1K6","3187 Hwy #2
Fall River, NS B2T 1K6
(44.81396, -63.60985)"
"006283","Club","Glace Bay Volunteer Fire Department","87 Reserve ST","Glace Bay","NS","B1A 4W3","87 Reserve ST
Glace Bay, NS B1A 4W3
(46.19236, -59.97051)"
"006290","Club","Clare Veterans Association","9938 Highway 1","Saulnierville","NS","B0W 2Z0","9938 Highway 1
Saulnierville, NS B0W 2Z0
(44.25583, -66.12928)"
"006292","Eating Establishment","Pleasant Street Diner","205 Pleasant ST","Dartmouth","NS","B2Y 3R5","205 Pleasant ST
Dartmouth, NS B2Y 3R5
(44.66034, -63.55129)"
"006293","Eating Establishment","Curry Express","99 Aberdeen RD","Bridgewater","NS","B4Y 1M3","99 Aberdeen RD
Bridgewater, NS B4Y 1M3
(44.38299, -64.51702)"
"006294","Club","Freeport Fire Department","291 # 217 HY","Freeport","NS","B0V 1B0","291 # 217 HY
Freeport, NS B0V 1B0
(44.26914, -66.32037)"
"006299","Eating Establishment","Rinaldo's Italian American Specialties","2186 Windsor ST","Halifax","NS","B3K 5B8","2186 Windsor ST
Halifax, NS B3K 5B8
(44.64998, -63.59513)"
"006300","Eating Establishment","Chain-Yard Cider","2606 Agricola ST","Halifax","NS","B3K 4C8","2606 Agricola ST
Halifax, NS B3K 4C8
(44.65564, -63.59392)"
"006301","Special Premises","Lionel's Golf Centre","378 Gardiner RD","Gardiner Mines","NS","B1H 5L8","378 Gardiner RD
Gardiner Mines, NS B1H 5L8
(46.18794, -60.06937)"
"006303","Special Premises","Horton Ridge Malt","2504 Ridge RD","Hortonville","NS","B4P 2R3","2504 Ridge RD
Hortonville, NS B4P 2R3
(45.101, -64.28545)"
"006304","Eating Establishment","Crows Nest - Hillsburn","3931 Shore RD","Hillsburn","NS","B0S 1K0","3931 Shore RD
Hillsburn, NS B0S 1K0
(44.80106, -65.55544)"
"006305","Eating Establishment","Sip Cafe","357 Main ST","Yarmouth","NS","B5A 1E7","357 Main ST
Yarmouth, NS B5A 1E7
(43.83659, -66.11994)"
"006306","Lounge","Sip Cafe","357 Main ST","Yarmouth","NS","B5A 1E7","357 Main ST
Yarmouth, NS B5A 1E7
(43.83659, -66.11994)"
"006310","Eating Establishment","Vernon's Thunderbird Diner Inc.","2094 Hammonds Plains RD","Hammonds Plains","NS","B4B 1P3","2094 Hammonds Plains RD
Hammonds Plains, NS B4B 1P3
(44.73316, -63.78522)"
"006311","Eating Establishment","Salty Rose's and the Periwinkle Cafe","36056 Cabot Trail","Ingonish","NS","B0C 1K0","36056 Cabot Trail
Ingonish, NS B0C 1K0
(46.69125, -60.36936)"
"006312","Eating Establishment","Anja Henschel","3452 Hwy # 332","Rose Bay","NS","B0J 2X0","3452 Hwy # 332
Rose Bay, NS B0J 2X0
(44.29889, -64.30414)"
"006313","Eating Establishment","Jo-Ann's Market","9 Edgewater ST","Mahone Bay",,"B0J 2E0","9 Edgewater ST
Mahone Bay,  B0J 2E0
(44.44933, -64.38157)"
"006315","Eating Establishment","The Orient Chinese Cuisine","227 Bedford HY","Halifax","NS","B3M 2J9","227 Bedford HY
Halifax, NS B3M 2J9
(44.67627, -63.64797)"
"006319","Club","Englishtown Community Hall","971 Highway #312","Englishtown","NS","B0C 1H0","971 Highway #312
Englishtown, NS B0C 1H0
(46.27981, -60.54486)"
"006321","Special Premises","J.Farwell Sailing Co. Ltd","1549 Lower Water ST","Halifax","NS","B3J 1S2","1549 Lower Water ST
Halifax, NS B3J 1S2
(44.64569, -63.57012)"
"006322","Eating Establishment","May Garden Restaurant","961 Bedford HY","Bedford","NS","B4A1A9","961 Bedford HY
Bedford, NS B4A1A9
(44.71617, -63.67678)"
"006323","Eating Establishment","EJ's Grill & General Store","644 Route 8","Maitland Bridge","NS","B0T 1B0","644 Route 8
Maitland Bridge, NS B0T 1B0
(44.07875, -64.77218)"
"006326","Eating Establishment","Quinpool Billiard Limited","6386 Quinpool RD","Halifax","NS","B3L 4N2","6386 Quinpool RD
Halifax, NS B3L 4N2
(44.64463, -63.59994)"
"006330","Special Premises","Lunenburg Academy of Music Performance","97 Kaulbach ST","Lunenburg","NS","B0J 2C0","97 Kaulbach ST
Lunenburg, NS B0J 2C0
(44.3799, -64.31377)"
"006332","Eating Establishment","The Hollow Log Cafe","9902 Hwy 8","Caledonia","NS","B0T 1B0","9902 Hwy 8
Caledonia, NS B0T 1B0
(44.37712, -65.0341)"
"006333","Special Premises","Lightfoot & Wolfville Vineyards","11143 Highway 1","Wolfville","NS","B4P 2R1","11143 Highway 1
Wolfville, NS B4P 2R1
(45.0943, -64.33558)"
"006334","Eating Establishment","The Freight Shed Waterside Bistro & Market Ltd.","2 Jones ST","Baddeck","NS","B0E 1B0","2 Jones ST
Baddeck, NS B0E 1B0
(46.10019, -60.74774)"
"006336","Eating Establishment","Sydney Street Pub & Cafe","14 Sydney ST","Digby","NS","B0V 1A0","14 Sydney ST
Digby, NS B0V 1A0
(44.62417, -65.75763)"
"006337","Lounge","Sydney Street Pub & Cafe","14 Sydney ST","Digby","NS","B0V 1A0","14 Sydney ST
Digby, NS B0V 1A0
(44.62417, -65.75763)"
"006338","Beverage Room","Lunn's Mill Beer Company Ltd.","515 Hwy 201","Lawrencetown","NS","B0S 1M0","515 Hwy 201
Lawrencetown, NS B0S 1M0
(44.8741, -65.16447)"
"006339","Lounge","Bar Kismet Ltd.","2733 Agricola ST","Halifax","NS","B3K 4E2","2733 Agricola ST
Halifax, NS B3K 4E2
(44.65737, -63.59625)"
"006343","Eating Establishment","Boston Pizza - New Glasgow","689 Westville RD","New Glasgow","NS","B2H 2J6","689 Westville RD
New Glasgow, NS B2H 2J6
(45.57926, -62.66844)"
"006344","Lounge","Boston Pizza - New Glasgow","689 Westville RD","New Glasgow","NS","B2H 2J6","689 Westville RD
New Glasgow, NS B2H 2J6
(45.57926, -62.66844)"
"006345","Eating Establishment","Li's Wok & Grill","112 Front ST","Wolfville","NS","B4P 1A4","112 Front ST
Wolfville, NS B4P 1A4
(45.09225, -64.36109)"
"006347","Eating Establishment","No.9 Coffee Bar","135 Montague ST","Lunenburg","NS","B0J 2C0","135 Montague ST
Lunenburg, NS B0J 2C0
(44.37629, -64.30909)"
"006348","Special Premises","Bowl-More (1987) Ltd.","240 Dufferin ST","Bridgewater","NS","B4V 2G7","240 Dufferin ST
Bridgewater, NS B4V 2G7
(44.37062, -64.52458)"
"006350","Eating Establishment","IKEA Restaurant","645 Cutler AV","Dartmouth","NS","B3B0M2","645 Cutler AV
Dartmouth, NS B3B0M2
(44.71236, -63.55823)"
"006352","Eating Establishment","ORSO Pub and Eatery","1859 Brunswick ST","Halifax","NS","B3J 3L8","1859 Brunswick ST
Halifax, NS B3J 3L8
(44.64889, -63.57789)"
"006353","Lounge","ORSO Pub and Eatery","1859 Brunswick ST","Halifax","NS","B3J 3L8","1859 Brunswick ST
Halifax, NS B3J 3L8
(44.64889, -63.57789)"
"006355","Eating Establishment","CHKN CHOP","6041 North ST","Halifax","NS","B3K 1P1","6041 North ST
Halifax, NS B3K 1P1
(44.65403, -63.59579)"
"006356","Eating Establishment","Man Bean Food Services","1284 Barrington ST","Halifax","NS","B3J 1Y5","1284 Barrington ST
Halifax, NS B3J 1Y5
(44.64162, -63.57119)"
"006366","Special Premises","Compass Distillers","2533 Agricola ST","Halifax","NS","B3K 4C4","2533 Agricola ST
Halifax, NS B3K 4C4
(44.65462, -63.59249)"
"006367","Eating Establishment","The Millstone Public House 2 Inc.","50 Gary Martin DR","Bedford","NS","B4B 1H3","50 Gary Martin DR
Bedford, NS B4B 1H3
(44.72533, -63.70317)"
"006368","Eating Establishment","St. Louis Bar & Grill","792 Sackville DR","Lr. Sackville","NS","B4E 1R7","792 Sackville DR
Lr. Sackville, NS B4E 1R7
(44.77425, -63.69332)"
"006369","Lounge","St. Louis Bar & Grill","792 Sackville DR","Lr. Sackville","NS","B4E 1R7","792 Sackville DR
Lr. Sackville, NS B4E 1R7
(44.77425, -63.69332)"
"006370","Special Premises","Marion Bridge Community Hall","3921 Gabarus HY","Marion Bridge","NS","B0A 1P0","3921 Gabarus HY
Marion Bridge, NS B0A 1P0
(45.98438, -60.21221)"
"006371","Eating Establishment","Blue Elephant Thai Restaurant Ltd.","75 Peakview WA","Halifax","NS","B4A 0E1",
"006372","Special Premises","Milton Memorial Hall","168 Tupper ST","Milton","NS","B0T 1P0","168 Tupper ST
Milton, NS B0T 1P0
(44.05786, -64.75364)"
"006373","Eating Establishment","A Frite","1360 Lower Water ST","Halifax","NS","B3J 3X2","1360 Lower Water ST
Halifax, NS B3J 3X2
(44.64344, -63.56936)"
"006374","Special Premises","Spencer House Seniors Centre","5596 Morris ST","Halifax","NS","B3J 1C2","5596 Morris ST
Halifax, NS B3J 1C2
(44.6406, -63.57576)"
"006375","Eating Establishment","The Farmers Daughter","9393 Hwy 105","Whycocomagh","NS","B0E 3M0","9393 Hwy 105
Whycocomagh, NS B0E 3M0
(45.97503, -61.12548)"
"006376","Beverage Room","Tusket Falls Brewing Company","20 Slocomb CR","Tusket","NS","B0W 3M0","20 Slocomb CR
Tusket, NS B0W 3M0
(43.8703, -65.96892)"
"006378","Eating Establishment","Reta's","3061 Gottigen ST","Halifax","NS","B3K 0C5","3061 Gottigen ST
Halifax, NS B3K 0C5
(44.66181, -63.5976)"
"006380","Eating Establishment","Buta Ramen Inc.","5190 Morris ST","Halifax","NS","B3J 1B3","5190 Morris ST
Halifax, NS B3J 1B3
(44.64186, -63.571)"
"006381","Beverage Room","Treaty Entertainment","566 Caldwell RD","Dartmouth","NS","B2V 2S8","566 Caldwell RD
Dartmouth, NS B2V 2S8
(44.65081, -63.48392)"
"006382","Eating Establishment","Montana's BBQ & Bar","31 Reeves ST","Sydney","NS","B1P 6N2","31 Reeves ST
Sydney, NS B1P 6N2
(46.14342, -60.16057)"
"006383","Eating Establishment","Antojo","1667 Argyle ST","Halifax","NS","B3J 2B5","1667 Argyle ST
Halifax, NS B3J 2B5
(44.64659, -63.57454)"
"006384","Lounge","Antojo","1667 Argyle ST","Halifax","NS","B3J 2B5","1667 Argyle ST
Halifax, NS B3J 2B5
(44.64659, -63.57454)"
"006386","Eating Establishment","Nayya Pizza and Grill","540 Southgate DR","Bedford","NS","B4A0C9","540 Southgate DR
Bedford, NS B4A0C9
(44.70149, -63.67799)"
"006390","Eating Establishment","The Hub","55 Tacoma DR","Dartmouth","NS","B2W 3E7","55 Tacoma DR
Dartmouth, NS B2W 3E7
(44.68116, -63.53992)"
"006391","Lounge","The Hub Too","55 Tacoma DR","Dartmouth","NS","B2W 3E7","55 Tacoma DR
Dartmouth, NS B2W 3E7
(44.68116, -63.53992)"
"006392","Special Premises","The Ten Spot","5165 South ST","Halifax","NS","B3J 0E2","5165 South ST
Halifax, NS B3J 0E2
(44.64025, -63.56947)"
"006393","Lounge","The Brown Hound Pub","2394 Agricola ST","Halifax","NS","B3K 4B9","2394 Agricola ST
Halifax, NS B3K 4B9
(44.65282, -63.58989)"
"006395","Special Premises","Super 8 Windsor","63 Cole DR","Windsor","NS","B0N 2T0","63 Cole DR
Windsor, NS B0N 2T0
(44.98381, -64.13162)"
"006396","Eating Establishment","Sushi Jet Express","540 Southgate DR","Bedford","NS","B4A 0C9","540 Southgate DR
Bedford, NS B4A 0C9
(44.70149, -63.67799)"
"006397","Eating Establishment","Schoolhouse Brewery Inc.","40 Water ST","Windsor","NS","B0N 2T0","40 Water ST
Windsor, NS B0N 2T0
(44.99546, -64.13936)"
"006398","Lounge","Schoolhouse Brewery Inc.","40 Water ST","Windsor","NS","B0N 2T0","40 Water ST
Windsor, NS B0N 2T0
(44.99546, -64.13936)"
"006399","Special Premises","Mini-Trail Community Centre Association","4832 Highway #337","Lakevale","NS","B2G 2L2","4832 Highway #337
Lakevale, NS B2G 2L2
(45.80019, -61.9119)"
"006401","Eating Establishment","Pizzatown","225 Cobequid RD","Lower Sackville","NS","B4C3J7","225 Cobequid RD
Lower Sackville, NS B4C3J7
(44.76007, -63.659)"
"006402","Special Premises","Backstage Brewing Company Limited","37 Bridge AV","Stellarton","NS","B0K 1S0","37 Bridge AV
Stellarton, NS B0K 1S0
(45.56248, -62.65791)"
"006403","Eating Establishment","Bird's Nest Cafe","1547 Barrington ST","Halifax","NS","B3J1Z4","1547 Barrington ST
Halifax, NS B3J1Z4
(44.64508, -63.57298)"
"006409","Eating Establishment","Stone Pizza Ltd.","79 Alderney DR","Dartmouth","NS","B2Y 2N7","79 Alderney DR
Dartmouth, NS B2Y 2N7
(44.66442, -63.5684)"
"006413","Eating Establishment","Cheese Curds & Habaneros","14 Treaty Trail","Millbrook","NS","B6L 1V9","14 Treaty Trail
Millbrook, NS B6L 1V9
(45.33446, -63.30543)"
"006414","Special Premises","Hantsport Memorial Community Centre","6 Main ST","Hantsport","NS","B0P 1P0","6 Main ST
Hantsport, NS B0P 1P0
(45.0653, -64.18019)"
"006420","Special Premises","Parkland Antigonish","153 Highway 337","Antigonish","NS","B2G0G5","153 Highway 337
Antigonish, NS B2G0G5
(45.63151, -61.97751)"
"006421","Eating Establishment","Cavicchi's Meats","5411 St Margaret's Bay RD","Halifax","NS","B3Z2H9","5411 St Margaret's Bay RD
Halifax, NS B3Z2H9
(44.69416, -63.88739)"
"006425","Special Premises","Mercator Vineyards","88 Dyke RD","Wolfville","NS","B4P 2R1","88 Dyke RD
Wolfville, NS B4P 2R1
(45.10101, -64.32757)"
"006426","Special Premises","Greenwood Golf Club","520 Thunderbird Way","Greenwood","NS","B0P 1J0","520 Thunderbird Way
Greenwood, NS B0P 1J0
(44.98913, -64.91893)"
"006429","Special Premises","Annapolis Brewing Company Limited","302 St. George ST","Annapolis Royal","NS","B0S1A0","302 St. George ST
Annapolis Royal, NS B0S1A0
(44.74291, -65.51879)"
"006430","Eating Establishment","Riverbank General Store & Cafe","8 Medway River RD","Mill Village","NS","B0J 2H0","8 Medway River RD
Mill Village, NS B0J 2H0
(44.14515, -64.64903)"
"006431","Eating Establishment","Fort Anne Cafe","298 St. George ST","Annapolis Royal","NS","B0S 1A0","298 St. George ST
Annapolis Royal, NS B0S 1A0
(44.74298, -65.51895)"
"006432","Special Premises","MARSA/Merigomish Schoolhouse","1682 Shore RD","Merigomish","NS","B0K 1G0","1682 Shore RD
Merigomish, NS B0K 1G0
(45.63456, -62.42091)"
"006434","Eating Establishment","The Bayport Pub","3017 Hwy. #332","Bayport","NS","B0J 2X0","3017 Hwy. #332
Bayport, NS B0J 2X0
(44.31479, -64.30208)"
"006436","Special Premises","Heritage Brewing Company Ltd.","250 Main ST","Yarmouth","NS","B5A 1C9","250 Main ST
Yarmouth, NS B5A 1C9
(43.834, -66.12016)"
"006438","Special Premises","Benjamin Bridge Winery","1842 White Rock RD","Wolfville","NS","B4P 2R2","1842 White Rock RD
Wolfville, NS B4P 2R2
(45.06508, -64.37852)"
"006439","Eating Establishment","Commons Inn","2400 Agricola ST","Halifax","NS","B3K 4B9","2400 Agricola ST
Halifax, NS B3K 4B9
(44.65314, -63.59035)"
"006441","Eating Establishment","Olive & Vine","76 Inglis Place","Truro","NS","B2N 4B4","76 Inglis Place
Truro, NS B2N 4B4
(45.36311, -63.27601)"
"006442","Eating Establishment","Sushi Jet Dim Sum Fund","3471 Dutch Village RD","Halifax","NS","B3N 2S8","3471 Dutch Village RD
Halifax, NS B3N 2S8
(44.65515, -63.63094)"
"006443","Eating Establishment","Portside Beer Garden","144 Esplanade ST","Sydney","NS","B1P 1A1","144 Esplanade ST
Sydney, NS B1P 1A1
(46.14147, -60.19731)"
"006444","Lounge","Portside Beer Garden","144 Esplanade ST","Sydney","NS","B1P 1A1","144 Esplanade ST
Sydney, NS B1P 1A1
(46.14147, -60.19731)"
"006447","Eating Establishment","Kenny's Pizza","1038 Cole Harbour RD","Dartmouth","NS","B2V 1E7","1038 Cole Harbour RD
Dartmouth, NS B2V 1E7
(44.67158, -63.48865)"
"006448","Eating Establishment","Sandeannie's Bakery and Tearoom","8263 Highway 19","Port Hood","NS","B0E2W0","8263 Highway 19
Port Hood, NS B0E2W0
(45.98626, -61.52492)"
"006451","Special Premises","Aspotogan Ridge Golf Course","376 Parkwood DR","Mill Cove","NS","B0J 1T0","376 Parkwood DR
Mill Cove, NS B0J 1T0
(44.59012, -64.08578)"
"006452","Eating Establishment","Aspotogan Ridge Golf Course","376 Parkwood DR","Mill Cove","NS","B0J 1T0","376 Parkwood DR
Mill Cove, NS B0J 1T0
(44.59012, -64.08578)"
"006453","Eating Establishment","Cha Baa Thai (Demone Street)","5858 Demone ST","Halifax","NS","B3K 1X9","5858 Demone ST
Halifax, NS B3K 1X9
(44.65969, -63.60122)"
"006454","Special Premises","The Maples Supportive Living","31 Smith WA","Antigonish","NS","B2G 0G7","31 Smith WA
Antigonish, NS B2G 0G7
(45.63012, -61.96843)"
"006455","Eating Establishment","Founders House Dining & Drinks Ltd","3816 Hwy. #1","Annapolis Royal","NS","B0S1A0","3816 Hwy. #1
Annapolis Royal, NS B0S1A0
(44.7293, -65.52704)"
"006456","Eating Establishment","Morris East Pizzeria","1984 Vernon ST","Halifax","NS","B3H 0B9","1984 Vernon ST
Halifax, NS B3H 0B9
(44.6461, -63.59318)"
"006459","Eating Establishment","Cafe Goodluck","145 Portland ST","Dartmouth","NS","B2Y 1J9","145 Portland ST
Dartmouth, NS B2Y 1J9
(44.66708, -63.56495)"
"006461","Eating Establishment","Gold Bean Cafe","21 Beech Hill RD","Chester Basin","NS","B0J 1K0","21 Beech Hill RD
Chester Basin, NS B0J 1K0
(44.55412, -64.32559)"
"006462","Eating Establishment","The Cottage Cafe","300 Prince Albert RD","Dartmouth","NS","B2Y 4J2","300 Prince Albert RD
Dartmouth, NS B2Y 4J2
(44.67949, -63.55228)"
"006463","Special Premises","Fort View Golf Course","3816 Hwy. #1","Annapolis Royal","NS","B0S1A0","3816 Hwy. #1
Annapolis Royal, NS B0S1A0
(44.7293, -65.52704)"
"006464","Eating Establishment","Wing'n It Restaurant Tantallon","5110 St. Margaret's Bay RD","Tantallon","NS","B3Z 1E2","5110 St. Margaret's Bay RD
Tantallon, NS B3Z 1E2
(44.68548, -63.87535)"
"006467","Club","Coldbrook & District Lions Club","1416 South Bishop RD","Coldbrook","NS","B0P 1H0","1416 South Bishop RD
Coldbrook, NS B0P 1H0
(44.98471, -64.95134)"
"006468","Special Premises","Heritage Centre, Fisherman's Cove","4 Government Wharf RD","Eastern Passage","NS","B3G 1M7","4 Government Wharf RD
Eastern Passage, NS B3G 1M7
(44.61001, -63.49313)"
"006469","Special Premises","Winner's Circle","493 Prince ST","Sydney","NS","B1P 5L8","493 Prince ST
Sydney, NS B1P 5L8
(46.1407, -60.17685)"
"006475","Special Premises","Firkin and Flyer","1 Bell BL","Enfield","NS","B2T 1K2","1 Bell BL
Enfield, NS B2T 1K2
(44.88673, -63.51547)"
"006476","Eating Establishment","Fry Daddy's","1622 Sackville DR","Middle Sackville","NS","B4E 3A8","1622 Sackville DR
Middle Sackville, NS B4E 3A8
(44.79449, -63.72314)"
"006477","Eating Establishment","Cafe Marco Polo","15 Kings Wharf PL","Dartmouth","NS","B2Y 0C1","15 Kings Wharf PL
Dartmouth, NS B2Y 0C1
(44.66418, -63.56445)"
"006479","Eating Establishment","Green Elephant Cafe","687 Main ST","Kingston","NS","B0P 1R0","687 Main ST
Kingston, NS B0P 1R0
(44.98872, -64.94571)"
"006482","Special Premises","Evergreen Theatre","1941 Stronach Mountain RD","East Margaretsville","NS","B0S 1N0","1941 Stronach Mountain RD
East Margaretsville, NS B0S 1N0
(45.05296, -65.01922)"
"006483","Beverage Room","Two Islands Brewing","169 Main ST","Parrsboro","NS","B0M 1S0","169 Main ST
Parrsboro, NS B0M 1S0
(45.65272, -64.0475)"
"006486","Eating Establishment","Maritime Express Cider Company","325 Main ST","Kentville","NS","B4N 1K5","325 Main ST
Kentville, NS B4N 1K5
(45.07669, -64.49377)"
"006487","Eating Establishment","Hub Grub","41 Inglis PL","Truro","NS","B2N4B5","41 Inglis PL
Truro, NS B2N4B5
(45.36387, -63.27627)"
"006488","Eating Establishment","The Fourth Lock Bistro","3104 Highway #2","Fall River","NS","B2T 1J5","3104 Highway #2
Fall River, NS B2T 1J5
(44.81054, -63.6082)"
"006489","Lounge","The Fourth Lock Bistro","3104 Highway #2","Fall River","NS","B2T 1J5","3104 Highway #2
Fall River, NS B2T 1J5
(44.81054, -63.6082)"
"006490","Eating Establishment","Tacocat Taqueria","217A Highway 1","Smith's Cove","NS","B0J 1S0",
"006493","Special Premises","Northwoodcare Bedford Inc.","123 Gary Martin DR","Bedford","NS","B4B 1G7","123 Gary Martin DR
Bedford, NS B4B 1G7
(44.72394, -63.706)"
"006494","Eating Establishment","Cafe Lara","2347 Agricola ST","Halifax","NS","B3K 4B7","2347 Agricola ST
Halifax, NS B3K 4B7
(44.65216, -63.58891)"
"006496","Eating Establishment","May Garden Restaurant","1983 Upper Water ST","Halifax","NS","B3J 3Y5","1983 Upper Water ST
Halifax, NS B3J 3Y5
(44.65184, -63.57602)"
"006497","Eating Establishment","Great British Grub Cafe","127 Arthur ST","Truro","NS","B2N 1Y2","127 Arthur ST
Truro, NS B2N 1Y2
(45.36152, -63.28265)"
"006499","Special Premises","Lake Paul/ Lake George Community Centre","3083 Aylesford RD","Aylesford","NS","B0P 1C0","3083 Aylesford RD
Aylesford, NS B0P 1C0
(44.85476, -64.67759)"
"006500","Special Premises","Friends of the WM Sobeys Sports Complex","120 Old Foxbrook RD","Stellarton","NS","B0K 1S0","120 Old Foxbrook RD
Stellarton, NS B0K 1S0
(45.55454, -62.6759)"
"006501","Lounge","Maritime Express Cider Company Limited","325 Main ST","Kentville","NS","B4N 1K5","325 Main ST
Kentville, NS B4N 1K5
(45.07669, -64.49377)"
"006502","Lounge","Wing'n It Restaurant Tantallon","5110 St. Margaret's Bay RD","Tantallon","NS","B3Z 1E2","5110 St. Margaret's Bay RD
Tantallon, NS B3Z 1E2
(44.68548, -63.87535)"
"006503","Club","The Construction Zone 14 CES/143 CEF Combined Mess","417 Harold Whynot RD","Pine Grove","NS","B4V 2W8","417 Harold Whynot RD
Pine Grove, NS B4V 2W8
(44.3988, -64.51098)"
"006504","Eating Establishment","Briny Bay Cafe","951 Highway 2","Five Islands","NS","B0M 1K0","951 Highway 2
Five Islands, NS B0M 1K0
(45.4115, -64.04653)"
"006505","Special Premises","The Forrester Centre (The Krypt & The Kastle)","42 Coxheath RD","Sydney River","NS","B1R 1R3","42 Coxheath RD
Sydney River, NS B1R 1R3
(46.11615, -60.23364)"
